keydate,contractnumber,customernumber,companycode,contract_status,contract_substatus,totalarrearamount,totalfeeamount,totalinterestamount,totalcapitalamount,totalotheramount,financetypedescription,postofficecode,FuelType,modeldescription,chassisnumber,plate,contractstartdate,contractenddate,DealerID,newused,substatuscode,terminationdate,numberofdowns,bpname,dpd,netbookvalue,fiscalregistrationcode,retailcorporate,legalentitycode,customernetbookvalue,collectioncaseid,collectioncase_status,lastupdateuser,lastupdatedatetime,primarytaskid,servicecase_status,servicecase_subtask,collectioncase_subtask,contract_flag,bp_flag,LitigationStatus,holddate,BankruptcyStatus,PromiseStatus,ExtAgencyStatus,ExtAgencyName,ExtAgencySubtaskStatus,lastinteractiontype,workqueue,workqueue_entrydate,workqueue_updatedate,servicecasequeue_status,lastrejectcode,lastpaymentinvoice,Task_Status_List,subtaskleadingcase,leadingcase,allocationrange,lastworkeddate,oldestduedate,lastdelinquencyreason,lastdelinquencyreasondate,bucket,ND_FLAG,country,customertotalarrearamount,ND_DATE,foreclosuredate,prior_totalarrearamount,leadingcasestatus,id,languagecode,lastworkeddatesystem,lastworkeddateuser,row_hash
2/23/2025,1512954,331337397,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit Bail,null,DIESEL,NEW CITAN Fourgon CITAN 109 CDI Fourgon Long PRO,DPGA002-WYq3xqL2cvpNv1PKgzsOrFfbBpDRfWS+1V+/2C3HmZ3A,DPGA002-6QJrZc2GdPr82Dyc/+2ZhVg=,6/25/2021,6/25/2024,330789009,N,200,null,null,DPGA002-5uCd+PEHq0fo62k3UyRO194=,null,1145.82,null,R,COMPANY,40721.96,C-FR-PC-55199,Pending-EOC,System,2024-10-09T07:29:05Z,EOC-FR-57195,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-06-26T12:30:16Z,2024-07-03T12:30:39Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-06-26T12:30:10Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-06-26T12:30:10Z,null,03ca0459e3c2db0bc8557cf76c98e5a2f2af2cd0f7432aac64288de4c4882ca0
2/23/2025,1513197,331434972,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A Berline (07/18) 180 d 116 AMG Line 7GDCT,DPGA002-pFgJZrza3V4P2MU91m7Gx0/6PGV+MAkenuoNLsO8lA8O,DPGA002-+0HySLQTLbKsTI6/1jt+0Hw=,6/23/2021,7/23/2024,331101833,U,200,null,null,DPGA002-6tgxWtnY0GaPrp5ke+KuiTg9b+IoQJblogiPlR34iNE2,null,15109.85,070192ENCHE,R,PRIVATE INDIVIDUAL,15109.85,C-FR-PC-60029,Pending-EOC,System,2024-10-09T07:29:21Z,EOC-FR-60029,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-24T12:29:59Z,2024-07-31T12:30:27Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2024-07-24T12:29:53Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-24T12:29:53Z,null,357cef9eedd59acd2376b03495130bec43256eab427ed2b68842374abd3cb4a6
2/23/2025,1513579,331435330,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLA 200 d AMG Line,DPGA002-6h7XOSd/UgX/hQm2p0eE402TN4YnO/J+jmYodGqOrrRq,DPGA002-Rr7yHwsLogeJfo5pW/BE984=,6/17/2021,7/17/2024,330602154,N,200,null,null,DPGA002-cdqq73Uc08dNRBkoI245/ntKKMPjpGe39XRrZL5E32ki,null,24016.94,null,null,OTHERS,null,C-FR-PC-59156,Pending-EOC,System,2024-10-09T07:29:20Z,EOC-FR-59144,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-18T12:32:53Z,2024-07-25T12:32:55Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-07-18T12:32:47Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-18T12:32:47Z,null,f760553d1fd7e156619341f3167282919a2625cee7bb192cc3b762c7bf8726f5
2/23/2025,1514273,331435930,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 180 d AMG Line,DPGA002-N95WFzo0YzcBgj5Lu5dQN3mTN4YnO/J+jmYodGqOrrRq,DPGA002-FM8s1YrIUaz6aaSpnSK42P4=,7/2/2021,8/2/2024,330849158,N,200,null,null,DPGA002-pTdNCrs909bM1tT0fwkzU1RWC+/T8nZOFWcdEvzz9K1E,null,18856.31,040286ESSBA,R,PRIVATE INDIVIDUAL,18856.31,C-FR-PC-61228,Pending-EOC,System,2024-10-09T07:29:29Z,EOC-FR-61228,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-03T12:25:09Z,2024-08-10T12:25:18Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2024-08-03T12:25:01Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-03T12:25:01Z,null,6df80a0bf0f5b8127e108410050f5fdbda95040d875f3f0e46415fab5744964b
2/23/2025,1515821,331437497,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Classe A 180 AMG Line,DPGA002-AFmmEmSH32GZRw0rmMctPaks+pjeNJwzQ6tzkCKJ5AgT,DPGA002-s+QGFX2wMk+I+WgAkA5xkLo=,7/17/2021,7/17/2024,331145491,N,200,null,null,DPGA002-iydBU2xTs8dwfXE754HQU3E=,null,18456.4,150697CITE,R,PRIVATE INDIVIDUAL,18456.4,C-FR-PC-59140,Pending-EOC,System,2024-10-09T07:29:19Z,EOC-FR-59128,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-18T12:31:04Z,2024-07-25T12:31:23Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2024-07-18T12:30:57Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-18T12:30:57Z,null,ee6579cad77987c484e48bddf11a7b694bac1cecbc8ac7ee6d21726daa4e22d7
2/23/2025,1516320,331437973,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,Classe B 250 e AMG Line,DPGA002-r8z6nD4hFS5I/59OLiQM/DE1WqAo29dMvZGmNWpAc3bR,DPGA002-gJUhiHVeRF7o62PRpcAY+Es=,7/22/2021,8/22/2024,330849158,N,200,null,null,DPGA002-LOI5lxX4E/iQgG13I4CTLeCKXIur3fUMqgxa60znRbpq,null,25803.93,null,null,OTHERS,null,C-FR-PC-65060,Pending-EOC,System,2024-10-09T07:29:32Z,EOC-FR-65060,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-23T12:27:08Z,2024-08-23T12:27:11Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-08-23T12:27:03Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-23T12:27:03Z,null,8afc80b5d57c477f632f600689d669296f43d9cbfe5dbec0ddd8ea41b1c68a6e
2/23/2025,1516544,331438188,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,GPL,Classe C 200 Berline AMG line,DPGA002-fsCedQRuO7CAe9F1l+6vUEZVhfKWiv5yGf77ZlZgQGfQ,DPGA002-JYzFBNu+GuttkEMWTaIJrLA=,7/16/2021,8/16/2024,330601675,N,200,null,null,DPGA002-o2T3lpcv9RpIhldXeEmT5Zc30kXzyLgMtQMItQzZxgYm,null,28642.15,240581DAUZO,R,PRIVATE INDIVIDUAL,28642.15,C-FR-PC-62011,Pending-EOC,System,2024-10-09T07:29:29Z,EOC-FR-62011,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-17T12:25:05Z,2024-08-24T12:25:10Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range2,2024-08-17T12:25:01Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-17T12:25:01Z,null,99e0b088cfff303d1c40b17eb47a55f6ac454a63df43847d2f83fdd8b37c5446
2/23/2025,1516840,331438486,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLE 350 de 4MATIC AMG Line Coup�,DPGA002-JX5w2AvnGRGIgVPTaWdYh4xpjhhT9TKwRjFJZPb44/Wk,DPGA002-gbwsKoTc5rJ6r7rsZRRuz1Q=,7/24/2021,8/24/2024,330601980,N,200,null,null,DPGA002-oQrPLxnwU3ZikKcTHcfQkG26Y093RE8adXURM4pkB5fE,null,51661.55,null,null,OTHERS,null,C-FR-PC-65186,Pending-EOC,System,2024-10-09T07:29:35Z,EOC-FR-65186,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-25T12:28:07Z,2024-09-01T12:28:24Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-08-25T12:28:02Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-25T12:28:02Z,null,6b587bd2d2406156edc8b2fd03c8c8ab5adb2ebd074db8531df2a25612e7e387
2/23/2025,1517684,331439382,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A (03/18) 180 d 116ch AMG Line 7GDCT,DPGA002-rm8mPNE/axylQYiVkKJ7D4wWTCXzbPGMx3FhT7ApfEpX,DPGA002-PMqQlaucQgUqbHM/q7olG9I=,8/3/2021,9/15/2024,330602081,U,200,null,null,DPGA002-rQ80WgEriLAsFDp2vP9xV38=,null,17795.69,101273SALOU,R,PRIVATE INDIVIDUAL,46168.58,C-FR-PC-69058,Pending-EOC,System,2024-10-09T07:29:41Z,EOC-FR-69060,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-09-16T12:25:39Z,2024-09-23T12:25:57Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-09-16T12:25:30Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-09-16T12:25:30Z,null,adc2284686cf0d32b6c5b12f04aa0c8d94d303ee636d09b03afa6e136fa197e4
2/23/2025,1519409,331440610,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Classe A 160 Progressive Line,DPGA002-w1SrLXKJrpTOwzPgzR+ZXVnwy7HCSd+ZAJBHi4OMQQ+1,DPGA002-dukUFDd+eHeaZbQl2gUCOwU=,8/17/2021,9/17/2024,330602121,N,200,null,null,DPGA002-MTBgRU2W6XE42C6NPjMBKz6rC4d9pEJejLvNNiu5Y56g,null,16570.69,null,null,OTHERS,null,C-FR-PC-68010,Pending-EOC,System,2024-10-09T07:29:38Z,EOC-FR-68009,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-09-18T12:25:11Z,2024-09-25T12:25:51Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-09-18T12:25:02Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-09-18T12:25:02Z,null,b4eb2af1deb34f409aea147a9c516db75ffc1eabf09b29f2125555af97a9a3d3
2/23/2025,1519641,331296666,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLC 300de 4MATIC Coup� AMG Line,DPGA002-uTTeHoWBEI5v6248f3qAZQMs+pjeNJwzQ6tzkCKJ5AgT,DPGA002-/F+3C2FRoKaFhkpxZ35HUQ4=,8/26/2021,9/26/2024,330801566,N,200,null,null,DPGA002-7bh/u57TadlXCrIIb8S4w60=,null,43432.79,null,R,COMPANY,100750.92,C-FR-PC-73026,Pending-EOC,System,2024-10-09T07:29:48Z,EOC-FR-73026,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-09-27T12:28:13Z,2024-10-04T12:28:25Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-09-27T12:28:07Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-09-27T12:28:07Z,null,1e4bb2e929498c3093751ddf1f9d5673a8bcbd1a6857b636cb51754bba7a61a8
2/23/2025,1520798,331066685,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLA 200 d AMG Line,DPGA002-GYL2ClFiRdDA9RMUtr51mFUWTCXzbPGMx3FhT7ApfEpX,DPGA002-bsnIT3vzG4/zNHxliwe8Nko=,9/10/2021,10/10/2024,330797699,N,200,null,null,DPGA002-7Ds1WObLocUug5b8YPzqdnY=,null,24597.28,080747FICCA,R,PRIVATE INDIVIDUAL,24597.28,C-FR-PC-76011,Pending-EOC,System,2024-10-14T12:26:54Z,EOC-FR-77012,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-14T12:27:01Z,2024-10-21T12:27:14Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-10-14T12:26:54Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-14T12:26:54Z,null,255055633d2f9e7bb6939a1a3752fe8dc37c986e9129b910f12647c8e000358f
2/23/2025,1521514,331442890,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LLD avec services,null,PETROL,fortwo coup� 66kW BRABUS Style,DPGA002-qJBqqwjX0GnXGvsvitrzc1RWwy3bIDLVuF8M85V/6NQg,DPGA002-bLaZESIqQtsEx0QqpD/pwNY=,9/21/2021,10/21/2024,330602171,N,200,null,null,DPGA002-pdrrInxSjniChr2q2Op51tQ=,null,10723.42,null,null,OTHERS,null,C-FR-PC-79064,Pending-EOC,System,2024-10-22T12:30:49Z,EOC-FR-80064,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-22T12:30:54Z,2024-10-29T12:31:05Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-10-22T12:30:49Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-22T12:30:49Z,null,0b02b12cb19eba7e1e33f17e0fdb5f0e121fe930aafb709243410c6c15fc9906
2/23/2025,1521747,331224040,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe B 200 d AMG Line Edition,DPGA002-3uQLK9Lg4lfzqBhsYNrwS/E1WqAo29dMvZGmNWpAc3bR,DPGA002-ka2cTU7zadElJZygdSbOyks=,9/23/2021,10/23/2024,330602121,N,200,null,null,DPGA002-aINOFWERQYescnZOvQbIKfQlV5B3wf9yFgXyXhkkICto,null,23779.78,null,null,OTHERS,null,C-FR-PC-79146,Pending-EOC,System,2024-10-24T12:29:03Z,EOC-FR-80146,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-24T12:29:09Z,2024-10-31T12:29:19Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-10-24T12:29:03Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-24T12:29:03Z,null,898faeebc846afbe2cc5f3d51f4e9c2392f6d8c15854dfe014536efec016d406
2/23/2025,1522025,331443457,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,ELECTRIC,EQA 250 Limited Edition,DPGA002-9RTRGq8E39XLn7QW9vI22vwWTCXzbPGMx3FhT7ApfEpX,DPGA002-Zov8EASdqsOCum90bLWy5vE=,9/27/2021,10/27/2024,331288087,N,200,null,null,DPGA002-vrgzljsCO8Wt866e3ZJVo3FwYbbnJ83aO/t7kOk5Q2l/QQO+d5hbSWfLB7l4WThn4Q==,null,21171.79,300576DA CO,R,PRIVATE INDIVIDUAL,21171.79,C-FR-PC-79331,Pending-EOC,System,2024-10-28T12:29:34Z,EOC-FR-80331,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-28T12:29:39Z,2024-11-04T12:30:05Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2024-10-28T12:29:34Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-28T12:29:34Z,null,cb2545a67fff5762a85f49d7e1187ce9e11e6b4061bad3d4e1e6d640afdaefc7
2/23/2025,1522922,331288865,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,Classe A 250 e AMG Line,DPGA002-RCqAhCioUO2dfNySU6heUqEs+pjeNJwzQ6tzkCKJ5AgT,DPGA002-agECncWWR1oKfA/JHcBLo1E=,9/27/2021,10/27/2024,331088105,N,200,null,null,DPGA002-eqfxe9DIIzqXvQWh+kEp/5k=,null,25832.64,null,R,COMPANY,25832.64,C-FR-PC-79326,Pending-EOC,System,2024-10-28T12:28:58Z,EOC-FR-80326,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-28T12:29:06Z,2024-11-04T12:29:35Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2024-10-28T12:28:58Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-28T12:28:58Z,null,8d44296a17d6ee9942d4ca6d945384d67acdd7f11dca07e555c3aa412dfe3217
2/23/2025,1524715,331184089,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,CLA 200 d Coup� AMG Line,DPGA002-g1vwMp4g7FmQxT3xMNro689Wwy3bIDLVuF8M85V/6NQg,DPGA002-HrLstvW9wHoSEQL5mZvvwqc=,10/12/2021,11/12/2024,331456249,N,200,null,null,DPGA002-Q2Wt1I8ckauwYAK+S+ZD6CUhhj9h9MEOdO+fQkMf5ejy,null,24644.35,161161DJERB,R,PRIVATE INDIVIDUAL,24644.35,C-FR-PC-78039,Pending-EOC,System,2024-11-13T12:25:20Z,EOC-FR-79038,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-13T12:25:26Z,2024-11-20T12:25:34Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2024-11-13T12:25:20Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-13T12:25:20Z,null,5a6ccf2ccb16a6955c81b8cccf3a682dbff557d1d3b39b3ba8e1efe16d694fe2
2/23/2025,1525076,331414003,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Mercedes-AMG GLA 35 4MATIC,DPGA002-bMJZDlI91NJtzy9saQWSNLbwy7HCSd+ZAJBHi4OMQQ+1,DPGA002-jYgMWirtVE2Xt7Yd6eb+LzI=,10/21/2021,11/21/2024,330601971,N,200,null,null,DPGA002-1kR8nzDaa8qczYqkbyQlRqJur6dKSdEhOl2Ca3ByLIJ+,null,41292.58,031293RHERR,R,PRIVATE INDIVIDUAL,41292.58,C-FR-PC-79480,Pending-EOC,System,2024-11-22T12:27:35Z,EOC-FR-80481,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-22T12:27:42Z,2024-11-29T12:27:55Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2024-11-22T12:27:35Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-22T12:27:35Z,null,7617224fe6991b758091c16b7fc29f3d9b8c0f0b37021fe9df21a3f819cbcb73
2/23/2025,1525258,331346693,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLB 220 d 4MATIC AMG Line,DPGA002-MgTsn9PvjkmWoul3/5cnx//wy7HCSd+ZAJBHi4OMQQ+1,DPGA002-5UrUmEQYOQFM5c/7w2AZxDo=,10/25/2021,11/25/2024,331213589,N,200,null,null,DPGA002-AoZxZiOu+z3TfAfvAHTqRusuloJ45IiOXBYX3Q3YRbWH,null,30134.02,280352MOUST,R,SOLE TRADER,30134.02,C-FR-PC-79668,Pending-EOC,System,2024-11-26T12:31:57Z,EOC-FR-80669,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-26T12:32:04Z,2024-12-03T12:32:13Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-11-26T12:31:57Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-26T12:31:57Z,null,9a82861f142d39cc27e6945eefe6fd8e9be6512152c86dd1c3a92b84c2e4103c
2/23/2025,1525402,331013077,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLE 350 e 4MATIC AMG Line,DPGA002-A2Ml5MHn1v1WaX2gkI9L501Wwy3bIDLVuF8M85V/6NQg,DPGA002-BgsAHavFjirrSB4n5GP9NqI=,10/26/2021,11/26/2024,330868705,N,200,null,null,DPGA002-zLF+5I/AnI97QzqEPbiOZ9NWoeZ/t5fKPgTeGer9EZ+C,null,52665.33,030154OUARO,R,PRIVATE INDIVIDUAL,52665.33,C-FR-PC-78097,Pending-EOC,System,2024-11-27T12:26:36Z,EOC-FR-79096,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-27T12:26:43Z,2024-12-04T12:27:12Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2024-11-27T12:26:36Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-27T12:26:36Z,null,64b47afb6647386befae1ff513bb59066182e0968fcd7cf212024118286b1060
2/23/2025,1525619,331320705,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Classe B 180 AMG Line Edition,DPGA002-TZdQ93uCjM6KNDbPocO/Ejfwy7HCSd+ZAJBHi4OMQQ+1,DPGA002-u/guXDpMRJoatynaOgPpC+A=,10/23/2021,11/23/2024,330602068,N,200,null,null,DPGA002-RJI+KET2Oa1MoIX2XZbvuNCd75a2gMmceHbdX10k9A5/,null,18970.59,null,null,OTHERS,null,C-FR-PC-78065,Pending-EOC,System,2024-11-24T12:25:11Z,EOC-FR-79064,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-24T12:25:18Z,2024-12-01T12:25:33Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-11-24T12:25:11Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-24T12:25:11Z,null,47ff47f305fc0d6beb558e8945d7180de1787d2f5f795c879120ae16eaa03d64
2/23/2025,1526242,331106214,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit Bail,null,DIESEL,Sprinter Fg (02/18) 519 CDI 37S 3T5 Propulsion 7G-,DPGA002-2J1cASBe+YXxmxN8x8py3iP6PGV+MAkenuoNLsO8lA8O,DPGA002-hcob616L0Jn2xpNpYkSU+D8=,10/22/2021,10/22/2024,331103835,U,200,null,null,DPGA002-LSh6BAHxc4gmQfm79VU9rpA=,null,10240.19,null,null,OTHERS,null,C-FR-PC-79079,Pending-EOC,System,2024-10-23T12:25:59Z,EOC-FR-80079,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-23T12:26:06Z,2024-10-30T12:26:27Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-10-23T12:25:59Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-23T12:25:59Z,null,7b336cf6c3093553549723788d83732cce26afed1ba828b0019cf28afda47b36
2/23/2025,1527625,331448635,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Classe A 180 AMG Line,DPGA002-g2teW0HCDDCJbn9DbPM8m0ZpjhhT9TKwRjFJZPb44/Wk,DPGA002-mnj8pj1S4GQfl8BxKyD313M=,11/17/2021,12/17/2024,330601997,N,200,null,null,DPGA002-l0JLMFIrVflDqNQuli79TW0/cfobfq/6vS/UnWJJDv16,null,20316.33,040898STAPS,R,PRIVATE INDIVIDUAL,20316.33,C-FR-PC-84047,Pending-EOC,System,2024-12-18T12:31:05Z,EOC-FR-87047,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-12-18T12:31:10Z,2024-12-25T12:31:16Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-12-18T12:31:05Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-12-18T12:31:05Z,null,af387bfb37c271916b50933db21894fcc3fcd25b3b61109eeb3ee07ee452ab37
